Name,Platform,Year_of_Release,Genre,Publisher,North_America_Sales,Europe_Sales,Japan_Sales,Other_Regions_Sales,Total_Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Tony Hawk's American Wasteland,GC,2005-01-01,Sports,Activision,0.33,0.08,0.0,0.01,0.42,76.0,26.0,7.7,15.0,Neversoft Entertainment,T
Command & Conquer 3: Tiberium Wars,X360,2007-01-01,Strategy,Electronic Arts,0.35,0.04,0.0,0.03,0.42,74.75,38.5,7.55,43.25,Eidos Interactive,T
Sin and Punishment: Star Successor,Wii,2009-01-01,Shooter,Nintendo,0.19,0.14,0.06,0.03,0.42,66.5,65.0,7.8999999999999995,159.0,High Voltage Software,T
Crash: Mind Over Mutant,PSP,2008-01-01,Platform,Vivendi Games,0.11,0.2,0.0,0.11,0.42,68.9971185166625,26.440992232523175,6.5,8.0,Virtuos,E10+
Ben 10 Alien Force: Vilgax Attacks,DS,2009-01-01,Action,D3Publisher,0.22,0.16,0.0,0.04,0.42,51.0,19.0,7.5,17.0,D3Publisher,E
Famicom Mini: Super Mario Bros. 2,GBA,2004-01-01,Platform,Nintendo,0.0,0.0,0.41,0.01,0.42,71.33333333333333,17.6,6.46,28.8,Vicarious Visions,E
Colony Wars,PS,1997-01-01,Simulation,Psygnosis,0.24,0.16,0.0,0.03,0.42,91.0,12.0,7.8,12.0,Psygnosis,E
All-Star Baseball 2004,PS2,2003-01-01,Sports,Acclaim Entertainment,0.21,0.16,0.0,0.05,0.42,78.0,19.0,7.5,11.0,Acclaim Studios Austin,E
Big Strike Bowling,PS,2003-01-01,Sports,Gotham Games,0.23,0.16,0.0,0.03,0.42,61.625,16.125,7.433333333333333,9.416666666666666,989 Sports,E
Skylanders: SuperChargers,X360,2015-01-01,Action,Activision,0.25,0.13,0.0,0.04,0.42,71.3529411764706,18.058823529411764,5.4,5.0,Vicarious Visions,E10+
Ben 10 Alien Force: Vilgax Attacks,PSP,2009-01-01,Action,D3Publisher,0.13,0.19,0.0,0.11,0.42,51.75,6.5,5.36,5.6,Papaya Studios,E10+
NASCAR Thunder 2002,PS,2001-01-01,Racing,Electronic Arts,0.23,0.16,0.0,0.03,0.42,69.0,8.0,6.9,10.0,Black Box,E
Batman: Arkham Origins Blackgate,PSV,2013-01-01,Action,Warner Bros. Interactive Entertainment,0.16,0.17,0.0,0.1,0.42,61.0,38.0,6.8,106.0,Armature Studio,T
Zone of the Enders HD Collection,PS3,2012-01-01,Simulation,Konami Digital Entertainment,0.21,0.07,0.09,0.05,0.42,73.0,27.0,8.0,42.0,High Voltage Software,M
Grandia,SAT,1997-01-01,Role-Playing,ESP,0.0,0.0,0.42,0.0,0.42,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958,Unknown,E
2010 FIFA World Cup South Africa,Wii,2010-01-01,Sports,Electronic Arts,0.23,0.15,0.01,0.04,0.42,70.0,19.0,6.7,11.0,Electronic Arts,E
ESPN NHL 2K5,XB,2004-01-01,Sports,Global Star,0.32,0.09,0.0,0.02,0.42,88.0,32.0,8.5,14.0,Kush Games,E
Yu-Gi-Oh! 7 Trials to Glory: World Championship Tournament 2005,GBA,2005-01-01,Misc,Konami Digital Entertainment,0.3,0.11,0.0,0.01,0.42,67.5,14.5,8.0,5.0,Mistic Software,E
Hot Wheels World Race,PS2,2003-01-01,Racing,THQ,0.21,0.16,0.0,0.05,0.42,55.0,5.0,7.7,9.0,Climax Group,E
Avatar: The Last Airbender - The Burning Earth,PS2,2007-01-01,Action,THQ,0.21,0.16,0.0,0.05,0.42,74.52830188679245,33.75471698113208,7.853703703703703,187.66666666666666,Capcom,M
Superman: Shadow of Apokolips,PS2,2002-01-01,Action,Atari,0.21,0.16,0.0,0.05,0.42,64.0,22.0,7.2,9.0,Atari,E
Trials Fusion,PS4,2014-01-01,Racing,Ubisoft,0.13,0.22,0.01,0.07,0.42,79.0,51.0,7.2,244.0,RedLynx,E10+
American Chopper,PS2,2004-01-01,Racing,Zoo Digital Publishing,0.35,0.01,0.0,0.06,0.42,47.0,4.0,7.5,13.0,Creat Studios,T
NASCAR Kart Racing,Wii,2009-01-01,Racing,Electronic Arts,0.39,0.0,0.0,0.03,0.42,70.0,12.0,8.1,9.0,Electronic Arts,E
Star Wars Trilogy: Apprentice of the Force,GBA,2004-01-01,Action,Ubisoft,0.3,0.11,0.0,0.01,0.42,60.0,21.0,6.882352941176471,317.8529411764706,Ubisoft,E
Guitar Hero: Smash Hits,X360,2009-01-01,Misc,Activision,0.23,0.15,0.0,0.04,0.42,71.0,56.0,5.9,18.0,Beenox,T
Lemony Snicket's A Series of Unfortunate Events,GBA,2004-01-01,Platform,Activision,0.3,0.11,0.0,0.01,0.42,72.0,8.0,8.0,4.0,Griptonite Games,E
JGTC: All-Japan Grand Touring Car Championship,PS,1998-01-01,Racing,TYO,0.23,0.16,0.0,0.03,0.42,66.0,7.25,7.75,10.5,Attention To Detail,E
Virtua Tennis 4: World Tour,PSV,2011-01-01,Sports,Sega,0.04,0.28,0.01,0.09,0.42,78.44,20.48,7.311111111111113,42.81481481481482,SCEA San Diego Studios,E
Arc the Lad III,PS,1999-01-01,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.39,0.03,0.42,83.8,23.666666666666668,8.086666666666668,387.8666666666667,SquareSoft,T
Just Dance: Summer Party,Wii,2011-01-01,Misc,Ubisoft,0.4,0.0,0.0,0.02,0.42,71.0,11.870967741935484,7.037837837837839,19.864864864864863,Ubisoft,E10+
SpongeBob's Truth or Square (US sales),DS,2009-01-01,Action,THQ,0.42,0.0,0.0,0.0,0.42,63.46153846153846,12.923076923076923,7.158333333333332,16.0,Griptonite Games,E10+
Mobile Suit Gundam: Gundam vs. Gundam,PSP,2008-01-01,Fighting,Namco Bandai Games,0.0,0.0,0.42,0.0,0.42,74.61111111111111,32.47222222222222,7.325641025641027,39.87179487179487,Yuke's,T
Test Drive,XB,2002-01-01,Racing,Atari,0.35,0.05,0.0,0.02,0.42,71.0,16.0,8.7,10.0,Pitbull Syndicate,T
Jikkyou Powerful Pro Yakyuu 11,PS2,2004-01-01,Sports,Konami Digital Entertainment,0.0,0.0,0.42,0.0,0.42,79.91911764705883,23.16176470588235,6.5639455782312925,67.5578231292517,EA Sports,E
Petz: Horsez 2,Wii,2007-01-01,Simulation,Ubisoft,0.39,0.0,0.0,0.03,0.42,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958,Phoenix Games Studio,E
The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,PS2,2003-01-01,Action,THQ,0.21,0.16,0.0,0.05,0.42,74.52830188679245,33.75471698113208,7.853703703703703,187.66666666666666,Capcom,M
Pirates of the Caribbean: At World's End,PSP,2007-01-01,Action,Disney Interactive Studios,0.15,0.17,0.0,0.1,0.42,61.0,5.0,7.0,11.0,Eurocom Entertainment Software,T
Dr. Mario 64,N64,2001-01-01,Puzzle,Nintendo,0.34,0.07,0.0,0.0,0.42,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958,Unknown,E
Jikkyou Powerful Pro Yakyuu 6,N64,1999-01-01,Sports,Konami Digital Entertainment,0.0,0.0,0.39,0.03,0.42,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958,Unknown,E
Army Men: Sarge's Heroes 2,N64,2000-01-01,Shooter,3DO,0.34,0.07,0.0,0.0,0.42,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958,Unknown,E
Rush 2: Extreme Racing USA,N64,1998-01-01,Racing,Midway Games,0.35,0.06,0.0,0.0,0.42,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958,Unknown,E
NFL Blitz 2001,N64,2000-01-01,Sports,Midway Games,0.34,0.07,0.0,0.0,0.42,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958,Unknown,E
James Bond 007: Everything or Nothing,GC,2004-01-01,Shooter,Electronic Arts,0.32,0.08,0.0,0.01,0.42,84.0,41.0,8.2,25.0,EA Redwood Shores,T
NBA Live 06,PSP,2005-01-01,Sports,Electronic Arts,0.39,0.0,0.0,0.03,0.42,80.0,18.0,7.6,13.0,EA Canada,E
MLB 08: The Show,PS2,2008-01-01,Sports,Sony Computer Entertainment,0.35,0.01,0.0,0.06,0.42,84.0,12.0,7.3,7.0,SCEA San Diego Studios,E
Horsez,DS,2006-01-01,Simulation,Ubisoft,0.38,0.01,0.0,0.03,0.42,68.9971185166625,26.440992232523175,8.7,14.0,Virtual Toys,E
Dance Dance Revolution Ultramix 2,XB,2004-01-01,Simulation,Konami Digital Entertainment,0.32,0.09,0.0,0.02,0.42,78.0,16.0,7.1,7.0,Konami Computer Entertainment Hawaii,E
Mega Man Anniversary Collection,GC,2004-01-01,Platform,Capcom,0.32,0.08,0.0,0.01,0.42,81.0,32.0,8.8,17.0,Atomic Planet Entertainment,E
Crash: Mind Over Mutant,DS,2008-01-01,Platform,Vivendi Games,0.38,0.0,0.0,0.03,0.42,45.0,12.0,5.8,8.0,TOSE,E
Super Famista 4,SNES,1995-01-01,Sports,Namco Bandai Games,0.0,0.0,0.42,0.0,0.42,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958,Unknown,E
How to Train Your Dragon,Wii,2010-01-01,Action,Activision,0.23,0.15,0.0,0.04,0.42,59.0,11.0,7.0,4.0,Etranges Libellules,E10+
Cabela's Legendary Adventures,PS2,2008-01-01,Sports,Activision,0.21,0.16,0.0,0.05,0.42,58.6,4.8,7.877777777777778,18.0,Sand Grain Studios,T
Story of Seasons,3DS,2014-01-01,Simulation,Nintendo,0.0,0.14,0.27,0.01,0.42,76.0,39.0,8.2,54.0,Marvelous AQL,E10+
Taiko no Tatsujin DS: Dororon! Youkai Daikessen!!,DS,2010-01-01,Misc,Namco Bandai Games,0.0,0.0,0.42,0.0,0.42,71.0,11.870967741935484,7.037837837837839,19.864864864864863,Ubisoft,E10+
Harry Potter and the Goblet of Fire,GC,2005-01-01,Action,Electronic Arts,0.32,0.08,0.0,0.01,0.42,69.0,20.0,6.3,13.0,Electronic Arts,E10+
Thrillville: Off the Rails,PS2,2007-01-01,Strategy,LucasArts,0.2,0.16,0.0,0.05,0.42,70.0,11.0,1.7,30.0,Frontier Developments,E10+
Metro: Last Light,PS3,2013-01-01,Action,Deep Silver,0.14,0.18,0.03,0.07,0.42,80.0,23.0,8.2,508.0,4A Games,M
NBA 2K11,PSP,2010-01-01,Action,Take-Two Interactive,0.39,0.0,0.0,0.03,0.42,75.125,30.125,6.4,5.0,Visual Concepts,E
Mega Man X6,PS,2001-01-01,Action,Capcom,0.14,0.1,0.16,0.03,0.42,65.0,14.0,6.8,44.0,Capcom,E
BloodRayne,PS2,2002-01-01,Shooter,Universal Interactive,0.2,0.16,0.0,0.05,0.42,75.0,18.0,8.5,26.0,Terminal Reality,M
Kumamon Bomber: Puzzle de Kumamon Taisou,GC,2005-01-01,Puzzle,Sega,0.32,0.08,0.0,0.01,0.42,87.0,31.0,8.2,48.5,Amusement Vision,E
Castlevania: Curse of Darkness,PS2,2005-01-01,Action,Konami Digital Entertainment,0.18,0.14,0.05,0.05,0.42,70.0,30.0,7.5,46.0,Konami,M
NBA 2K13,Wii,2012-01-01,Sports,Take-Two Interactive,0.36,0.03,0.0,0.03,0.42,68.9971185166625,26.440992232523175,7.5,10.0,Virtuos,E
International Superstar Soccer Pro '98,PS,1998-01-01,Sports,Konami Digital Entertainment,0.02,0.02,0.35,0.03,0.42,61.625,16.125,7.433333333333333,9.416666666666666,989 Sports,E
LEGO Rock Band,PS3,2009-01-01,Misc,Warner Bros. Interactive Entertainment,0.24,0.12,0.0,0.06,0.42,75.0,36.0,7.6,18.0,TT Fusion,E10+
Jimmy Neutron: Boy Genius,GBA,2001-01-01,Platform,THQ,0.3,0.11,0.0,0.01,0.42,71.33333333333333,17.6,6.46,28.8,Vicarious Visions,E
Black,XB,2006-01-01,Shooter,Electronic Arts,0.31,0.09,0.0,0.01,0.42,77.0,65.0,8.0,51.0,Criterion Games,M
Double Pack: Finding Nemo / The Incredibles,XB,2006-01-01,Action,THQ,0.31,0.09,0.0,0.01,0.42,62.93103448275862,19.862068965517242,7.385185185185185,17.88888888888889,Eurocom Entertainment Software,T
Spec Ops: The Line,X360,2012-01-01,Shooter,Take-Two Interactive,0.21,0.17,0.0,0.04,0.42,76.0,59.0,8.2,319.0,Yager,M
Paper Mario: Color Splash,WiiU,2016-01-01,Role-Playing,Nintendo,0.2,0.14,0.05,0.03,0.42,75.0,72.0,6.8,208.0,"Nintendo, Intelligent Systems",E
Valkyrie Profile: Covenant of the Plume,DS,2008-01-01,Role-Playing,Square Enix,0.22,0.02,0.16,0.02,0.42,74.0,35.0,6.8,12.0,Tri-Ace,T
Vanquish,X360,2010-01-01,Shooter,Sega,0.19,0.16,0.03,0.04,0.42,84.0,70.0,8.4,182.0,PlatinumGames,M
Solitaire Overload,DS,2007-01-01,Misc,Telegames,0.39,0.0,0.0,0.03,0.42,68.9971185166625,26.440992232523175,9.2,12.0,Telegames,E
TRON: Evolution,PS3,2010-01-01,Action,Disney Interactive Studios,0.27,0.09,0.0,0.05,0.42,58.0,47.0,6.2,28.0,Propaganda Games,T
Lord of the Rings: The Third Age,XB,2004-01-01,Role-Playing,Electronic Arts,0.31,0.09,0.0,0.01,0.42,89.66666666666667,54.77777777777778,7.480952380952379,1687.5238095238096,BioWare,M
Pirates of the Caribbean: At World's End,PS2,2007-01-01,Action,Disney Interactive Studios,0.2,0.16,0.0,0.05,0.42,54.0,10.0,7.0,10.0,Eurocom Entertainment Software,T
Mega Man Legends 2,PS,2000-01-01,Adventure,Capcom,0.17,0.12,0.1,0.03,0.42,76.0,10.0,8.8,29.0,Capcom,E
X-Men vs. Street Fighter,PS,1997-01-01,Fighting,Capcom,0.16,0.11,0.12,0.03,0.42,89.0,38.833333333333336,8.6,152.66666666666666,Namco,T
Blazing Angels: Squadrons of WWII,X360,2006-01-01,Simulation,Ubisoft,0.36,0.02,0.0,0.03,0.42,66.0,58.0,7.9,53.0,Ubisoft,T
Zack & Wiki: Quest for Barbaros' Treasure,Wii,2007-01-01,Adventure,Nintendo,0.18,0.16,0.03,0.04,0.42,53.0,13.5,6.449999999999999,7.5,AWE Games,E10+
High Rollers Casino,PS2,2004-01-01,Misc,Mud Duck Productions,0.2,0.16,0.0,0.05,0.42,68.9971185166625,26.440992232523175,7.8,4.0,Virtual Toys,E
Attack on Titan: Humanity in Chains,3DS,2013-01-01,Action,Screenlife,0.0,0.0,0.42,0.0,0.42,46.0,22.0,4.5,34.0,Spike Chunsoft,M
The Suffering,PS2,2004-01-01,Action,Midway Games,0.2,0.16,0.0,0.05,0.42,77.0,47.0,8.9,40.0,Surreal Software,M
Cyber Troopers Virtual-On,SAT,1995-01-01,Fighting,Sega,0.0,0.0,0.42,0.0,0.42,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958,Unknown,E
Star Wars Starfighter: Special Edition,XB,2001-01-01,Simulation,LucasArts,0.3,0.1,0.0,0.02,0.42,76.0,22.0,5.2,5.0,Secret Level,T
Animal Crossing: Amiibo Festival,WiiU,2015-01-01,Misc,Nintendo,0.19,0.11,0.09,0.03,0.41,46.0,20.0,4.4,173.0,"Nintendo, Nd Cube",E
NBA Jam,PS2,2003-01-01,Sports,Acclaim Entertainment,0.2,0.16,0.0,0.05,0.41,79.91911764705883,23.16176470588235,6.5639455782312925,67.5578231292517,EA Sports,E
Zone of the Enders: The 2nd Runner,PS2,2003-01-01,Simulation,Konami Digital Entertainment,0.15,0.12,0.11,0.04,0.41,82.0,33.0,8.9,65.0,KCEJ,M
Just Dance 2014,PS4,2013-01-01,Misc,Ubisoft,0.19,0.16,0.0,0.07,0.41,75.0,4.0,5.5,51.0,Ubisoft,E10+
Jampack Spring 2004 (RP-T),PS2,2003-01-01,Misc,Sony Computer Entertainment,0.2,0.16,0.0,0.05,0.41,81.36363636363636,35.96969696969697,7.7266666666666675,62.36666666666667,Harmonix Music Systems,T
Dexter's Laboratory Deesaster Strikes,GBA,2001-01-01,Adventure,BAM! Entertainment,0.3,0.11,0.0,0.01,0.41,75.0,19.0,8.440000000000001,53.6,Nintendo,E
NFL GameDay 2004,PS2,2003-01-01,Sports,Sony Computer Entertainment,0.2,0.16,0.0,0.05,0.41,65.0,25.0,8.7,6.0,989 Sports,E
Condemned: Criminal Origins,X360,2005-01-01,Action,Sega,0.36,0.02,0.0,0.03,0.41,81.0,72.0,8.2,146.0,Monolith Productions,M
Scooby-Doo and the Cyber Chase,GBA,2001-01-01,Adventure,Ubisoft,0.3,0.11,0.0,0.01,0.41,75.0,19.0,8.440000000000001,53.6,Nintendo,E
Wheel of Fortune,DS,2010-01-01,Misc,THQ,0.39,0.0,0.0,0.03,0.41,53.0,6.25,6.166666666666667,5.666666666666667,THQ,E
Tomb Raider: The Last Revelation,PC,1998-01-01,Action,Eidos Interactive,0.41,0.0,0.0,0.0,0.41,74.75,20.75,8.6,50.0,Core Design Ltd.,T
pro evolution soccer 2011,PS2,2010-01-01,Sports,Konami Digital Entertainment,0.04,0.21,0.05,0.11,0.41,72.50980392156863,17.607843137254903,6.7,7.0,Konami,E
Sega Rally Championship 2,DC,1999-01-01,Racing,Sega,0.0,0.0,0.41,0.0,0.41,75.5,25.5,8.3,21.0,Hitmaker,T
Quake II,PS,1998-01-01,Shooter,Activision,0.23,0.16,0.0,0.03,0.41,89.0,16.5,8.8,62.0,Dreamworks Interactive,T
Crash of the Titans,PS2,2007-01-01,Action,Vivendi Games,0.34,0.01,0.0,0.06,0.41,70.0,12.0,5.9,48.0,Radical Entertainment,E10+
EA Sports UFC 2,XOne,2016-01-01,Sports,Electronic Arts,0.24,0.14,0.0,0.04,0.41,76.0,42.0,6.0,77.0,EA Sports,T
MLB 10: The Show,PS2,2010-01-01,Sports,Sony Computer Entertainment,0.2,0.16,0.0,0.05,0.41,70.1,21.1,7.2333333333333325,21.444444444444443,SCEA,E
Wheel of Fortune: 2nd Edition,PS,2000-01-01,Misc,Hasbro Interactive,0.23,0.16,0.0,0.03,0.41,63.0,7.0,7.2,6.0,"Activision, Traveller's Tales",E
Tom Clancy's Rainbow Six: Lockdown,XB,2005-01-01,Shooter,Ubisoft,0.26,0.13,0.0,0.02,0.41,74.0,39.0,6.6,28.0,"Red Storm Entertainment, Ubisoft Montreal",M
Mobile Suit Gundam: Gundam vs. Gundam NEXT PLUS,PSP,2009-01-01,Fighting,Namco Bandai Games,0.0,0.0,0.41,0.0,0.41,74.61111111111111,32.47222222222222,7.325641025641027,39.87179487179487,Yuke's,T
TimeShift,X360,2007-01-01,Shooter,Vivendi Games,0.36,0.02,0.0,0.03,0.41,70.0,58.0,7.9,63.0,Saber Interactive,M
Cool Boarders 2001,PS,2000-01-01,Sports,Sony Computer Entertainment,0.23,0.16,0.0,0.03,0.41,56.0,10.0,7.126899879372738,163.0088459991958,Idol Minds,E
Grudge Warriors,PS,1999-01-01,Action,Take-Two Interactive,0.23,0.16,0.0,0.03,0.41,74.52830188679245,33.75471698113208,7.853703703703703,187.66666666666666,Capcom,M
Farming Simulator 17,PS4,2016-01-01,Simulation,Focus Home Interactive,0.05,0.31,0.0,0.06,0.41,69.0,17.0,8.7,12.0,Maximum Games,E
World Soccer Jikkyou Winning Eleven 2000: U-23 Medal heno Chousen,PS,2000-01-01,Sports,Konami Digital Entertainment,0.0,0.0,0.39,0.03,0.41,61.625,16.125,7.433333333333333,9.416666666666666,989 Sports,E
Castlevania: The Dracula X Chronicles,PSP,2007-01-01,Platform,Konami Digital Entertainment,0.22,0.09,0.04,0.07,0.41,80.0,43.0,7.8,62.0,Konami,T
Mobile Suit Gundam,SAT,1995-01-01,Action,Namco Bandai Games,0.0,0.0,0.41,0.0,0.41,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958,Unknown,E
Tom Clancy's HAWX 2,PS3,2010-01-01,Action,Ubisoft,0.21,0.12,0.03,0.05,0.41,70.0,30.0,6.8,19.0,Ubisoft,T
Battlefield: Hardline,PS3,2015-01-01,Shooter,Electronic Arts,0.13,0.15,0.07,0.06,0.41,74.125,46.875,5.3,81.0,Visceral Games,M
Jimmy Neutron: Boy Genius,PS2,2002-01-01,Platform,THQ,0.2,0.16,0.0,0.05,0.41,54.5,4.5,5.8,5.0,THQ,E
Itadaki Street DS,DS,2007-01-01,Misc,Square Enix,0.0,0.0,0.41,0.0,0.41,71.0,11.870967741935484,7.037837837837839,19.864864864864863,Ubisoft,E10+
X-Men: The Official Game,PS2,2006-01-01,Action,Activision,0.2,0.16,0.0,0.05,0.41,52.0,44.0,7.5,20.0,"Z-Axis, Ltd.",T
Terraria,PS3,2013-01-01,Action,505 Games,0.07,0.2,0.09,0.05,0.41,81.0,12.0,7.9,70.0,Engine Software,T
LEGO Dimensions,XOne,2015-01-01,Action,Warner Bros. Interactive Entertainment,0.22,0.15,0.0,0.04,0.41,80.0,12.0,6.9,27.0,Traveller's Tales,E10+
Football Manager Handheld 2011,PSP,2010-01-01,Sports,Sega,0.0,0.27,0.0,0.14,0.41,77.0,5.0,7.7,6.0,Sports Interactive,E
300: March to Glory,PSP,2007-01-01,Action,Warner Bros. Interactive Entertainment,0.27,0.08,0.0,0.07,0.41,55.0,31.0,7.1,14.0,Collision Studios,M
Marvel Super Hero Squad,DS,2009-01-01,Fighting,THQ,0.36,0.02,0.0,0.03,0.41,61.0,4.0,2.8,4.0,THQ,E10+
Call of Duty: Modern Warfare: Mobilized,DS,2009-01-01,Shooter,Activision,0.36,0.02,0.0,0.03,0.41,65.33333333333333,12.666666666666666,6.5,27.6,n-Space,T
NHL 15,XOne,2014-01-01,Sports,Electronic Arts,0.31,0.06,0.0,0.04,0.41,59.0,22.0,3.2,180.0,EA Sports,E10+
E0: Enemy Zero,SAT,1996-01-01,Adventure,Sega,0.0,0.0,0.41,0.0,0.41,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958,Unknown,E
Tom Clancy's The Division,PC,2016-01-01,Shooter,Ubisoft,0.22,0.15,0.0,0.04,0.41,79.0,33.0,5.8,1188.0,Massive Entertainment,M
Yu-Gi-Oh! GX: Tag Force 2,PSP,2007-01-01,Strategy,Konami Digital Entertainment,0.03,0.19,0.1,0.1,0.41,72.42857142857143,20.0,2.6571428571428575,80.71428571428571,Frontier Developments,E10+
Nicktoons: Unite!,PS2,2005-01-01,Adventure,THQ,0.34,0.01,0.0,0.06,0.41,56.857142857142854,27.428571428571427,6.0,8.833333333333334,High Voltage Software,T
JumpStart: Escape from Adventure Island,Wii,2009-01-01,Adventure,Knowledge Adventure,0.38,0.0,0.0,0.03,0.41,68.0,8.0,7.126899879372738,163.0088459991958,Knowledge Adventure Inc.,E
Green Day: Rock Band,PS3,2010-01-01,Misc,MTV Games,0.19,0.15,0.0,0.06,0.41,76.0,41.0,6.3,24.0,"Harmonix Music Systems, Demiurge Studios",T
NASCAR Racing,PS,1996-01-01,Racing,Pioneer LDC,0.23,0.16,0.0,0.03,0.41,66.0,7.25,7.75,10.5,Attention To Detail,E
FIFA 14,PSV,2013-01-01,Sports,Electronic Arts,0.08,0.23,0.01,0.09,0.41,76.06349206349206,24.6984126984127,1.8,69.0,EA Canada,E
Monotaro Dentetsu 2010: Sengoku Ishin no Hero Daishuugou! no Maki,Wii,2009-01-01,Misc,Hudson Soft,0.0,0.0,0.41,0.0,0.41,71.0,11.870967741935484,7.037837837837839,19.864864864864863,Ubisoft,E10+
Cars: Race-O-Rama,PSP,2009-01-01,Racing,THQ,0.29,0.07,0.0,0.06,0.41,66.0,10.75,7.6,5.0,Tantalus Interactive,E
Boku no Natsuyasumi 2: Umi no Bouken Hen,PS2,2002-01-01,Adventure,Sony Computer Entertainment,0.0,0.0,0.41,0.0,0.41,56.857142857142854,27.428571428571427,6.0,8.833333333333334,High Voltage Software,T
F1 2014,PS3,2014-01-01,Racing,Codemasters,0.07,0.26,0.02,0.06,0.41,62.0,19.0,4.1,28.0,Codemasters Birmingham,E
Command & Conquer: Red Alert,PS,1997-01-01,Strategy,Virgin Interactive,0.23,0.16,0.0,0.03,0.41,51.0,5.0,9.0,44.0,Bandai,T
Cars: Mater-National Championship,PS3,2007-01-01,Racing,THQ,0.37,0.01,0.0,0.03,0.41,63.0,8.0,4.8,4.0,Rainbow Studios,E
Call of Duty: Black Ops II,WiiU,2012-01-01,Shooter,Activision,0.2,0.18,0.0,0.03,0.41,81.0,31.0,6.9,228.0,Treyarch,M
Ogre Battle 64: Person of Lordly Caliber,N64,1999-01-01,Role-Playing,Nintendo,0.1,0.02,0.25,0.04,0.41,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958,Unknown,E
Superman: The New Superman Adventures,N64,1999-01-01,Action,Titus,0.33,0.07,0.0,0.0,0.41,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958,Unknown,E
Dig Dug,NES,1985-01-01,Puzzle,Namco Bandai Games,0.0,0.0,0.41,0.0,0.41,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958,Unknown,E
BioShock,PC,2007-01-01,Shooter,Take-Two Interactive,0.01,0.39,0.0,0.02,0.41,96.0,44.0,8.5,3606.0,"Irrational Games, 2K Marin",M
The Terminator: Dawn of Fate,PS2,2002-01-01,Action,Atari,0.2,0.16,0.0,0.05,0.41,58.0,17.0,5.7,18.0,Paradigm Entertainment,T
Rogue Galaxy: Director's Cut,PS2,2007-01-01,Role-Playing,Sony Computer Entertainment,0.2,0.16,0.0,0.05,0.41,75.35714285714286,42.0,7.396428571428571,303.4642857142857,Square Enix,T
Armored Core,PS,1997-01-01,Simulation,Sony Computer Entertainment,0.13,0.09,0.16,0.03,0.41,80.75,11.25,8.633333333333333,17.0,Tecmo,E
The Smurfs,DS,2011-01-01,Action,Ubisoft,0.23,0.14,0.0,0.04,0.41,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958,Land Ho!,E
Densha De Go! 2,PS,1999-01-01,Simulation,Taito,0.0,0.0,0.38,0.03,0.41,80.75,11.25,8.633333333333333,17.0,Tecmo,E
Medal of Honor Heroes 2,Wii,2007-01-01,Shooter,Electronic Arts,0.33,0.04,0.01,0.03,0.41,73.0,37.0,7.6,82.0,EA Canada,T
Top Spin 4,X360,2011-01-01,Sports,Take-Two Interactive,0.15,0.22,0.0,0.04,0.41,84.0,54.0,8.2,70.0,2K Czech,E
James Patterson Women's Murder Club: Games of Passion,DS,2009-01-01,Adventure,THQ,0.15,0.22,0.0,0.05,0.41,53.0,8.0,0.0,4.0,THQ,T
Band Hero,PS2,2009-01-01,Misc,Activision,0.15,0.06,0.0,0.2,0.41,71.0,7.5,4.4,7.0,BudCat,E10+
Armored Core 2: Another Age,PS2,2001-01-01,Simulation,Metro 3D,0.11,0.08,0.19,0.03,0.41,75.0,16.0,8.8,30.0,From Software,T
Buzz! Junior: Jungle Party,PS2,2006-01-01,Misc,Sony Computer Entertainment,0.2,0.16,0.0,0.05,0.41,81.36363636363636,35.96969696969697,7.7266666666666675,62.36666666666667,Harmonix Music Systems,T
God Eater 2: Rage Burst,PSV,2015-01-01,Role-Playing,Namco Bandai Games,0.0,0.03,0.37,0.01,0.41,69.0,35.0,8.1,16.0,Shift,T
Mortal Kombat: Deadly Alliance,GC,2002-01-01,Fighting,Midway Games,0.31,0.08,0.0,0.01,0.41,81.0,20.0,8.7,43.0,Midway,M
NBA 2K11,PS2,2010-01-01,Action,Take-Two Interactive,0.34,0.01,0.0,0.06,0.41,75.125,30.125,7.544444444444445,36.888888888888886,Visual Concepts,E
AKB1/48: Idol to Koishitara...,PSP,2010-01-01,Misc,Namco Bandai Games,0.0,0.0,0.41,0.0,0.41,70.5,19.666666666666668,6.875,6.0,Digital Eclipse,E
